"","prof","ein","fisyr","Accrual","age","FS_Totrev_adj","UNAgrand","HHI","GovtMoneyRat","FixedCostRat","EqRat_w","SurplusRat_ndrop_w892","ProfFundFeeYes","Subsector2","FY1998","FY1999","FY2000","FY2001","FY2002","FY2003","JustNowProfessionalized","waffle","D1","D2","D3","D4","D5","D6","AGE","Age2","Age3","Age4","Age5","EqRat_w_K"
"6892",0,223512310,2000,0,2,58136.7521367521,192.363247863248,0.875961264727603,0,0,180052,0.379844050940117,0,"Public",0,0,1,0,0,0,0,0,0,0,1,0,0,0,3,9,27,81,243,180.052
"6893",0,223512310,2001,0,3,52663.5514018692,186.146417445483,0.903430981332517,0,0,179259,-0.015617114477349,0,"Public",0,0,0,1,0,0,0,0,0,0,0,1,0,0,4,16,64,256,1024,179.259
"6894",0,223512310,2002,0,4,34385.4805725971,195.765848670757,0.937331757170863,0,0,191459,0.362800653631114,0,"Public",0,0,0,0,1,0,0,0,0,0,0,0,1,0,5,25,125,625,3125,191.459
"6895",0,223512570,1998,1,0,0,0,0,0,0,40.8971061093248,-6.76835413597953,0,"Other",1,0,0,0,0,0,NA,0,1,0,0,0,0,0,1,1,1,1,1,0.0408971061093248
"6896",0,223512570,1999,0,1,54858.5635359116,0,0.534785238749619,0,0,0,-0.561093061227861,0,"Other",0,1,0,0,0,0,0,0,0,1,0,0,0,0,2,4,8,16,32,0
"6897",0,223512570,2002,1,4,52159.509202454,0,0.75441439144529,0,0,63252,-0.486229641406153,0,"Other",0,0,0,0,1,0,NA,0,0,0,0,0,1,0,5,25,125,625,3125,63.252
"6903",0,223514400,2000,0,2,36549.1452991453,0,1,0,0,12896,0.24196753926873,0,"Other",0,0,1,0,0,0,NA,0,0,0,1,0,0,0,3,9,27,81,243,12.896
"6904",0,223514400,2001,0,3,34233.6448598131,0,0.407089274429813,0,0,13778,-0.621210264037241,0,"Other",0,0,0,1,0,0,0,0,0,0,0,1,0,0,4,16,64,256,1024,13.778
"6905",0,223514400,2002,0,4,14578.7321063395,0,0.501053613083931,0,0,13399,-2.93324121826964,0,"Other",0,0,0,0,1,0,0,0,0,0,0,0,1,0,5,25,125,625,3125,13.399
"6906",0,223514400,2003,0,5,19545,0,0.464170062732884,0,0,26141,-1.12002455745421,0,"Other",0,0,0,0,0,1,0,0,0,0,0,0,0,1,6,36,216,1296,7776,26.141
"6907",0,223514702,1998,0,0,24523.7020316027,0,0.536411175843092,0,0.59754339599976,11000,-0.532430148512906,0,"Public",1,0,0,0,0,0,NA,0,1,0,0,0,0,0,1,1,1,1,1,11
"6908",0,223514702,2000,0,2,23194.4444444444,0,0.376860249666843,0,0,0,-0.901530178155378,0,"Public",0,0,1,0,0,0,NA,0,0,0,1,0,0,0,3,9,27,81,243,0
"6909",0,223514702,2001,0,3,15207.6843198339,0,0.395970677841498,0,0,21722,-1.364132696498,0,"Public",0,0,0,1,0,0,0,0,0,0,0,1,0,0,4,16,64,256,1024,21.722
"6910",0,223514702,2002,0,4,17718.8139059305,0,0.523778226569453,0,0,49875,-1.21621747009719,0,"Public",0,0,0,0,1,0,0,0,0,0,0,0,1,0,5,25,125,625,3125,49.875
"6911",0,223514702,2003,0,5,38352,0,0.357899814381827,0,0,51.165914221219,-0.582457695617031,0,"Public",0,0,0,0,0,1,0,0,0,0,0,0,0,1,6,36,216,1296,7776,0.051165914221219
"6912",0,223514756,2003,0,5,43977,0,0.327398089638346,0,0,0.25168873996064,-0.436468234117059,0,"Human Svcs",0,0,0,0,0,1,NA,0,0,0,0,0,0,1,6,36,216,1296,7776,0.00025168873996064
"6919",0,223515644,2003,1,5,25893,4.515,1,0,0,4515,0.0849231482196648,0,"Human Svcs",0,0,0,0,0,1,NA,0,0,0,0,0,0,1,6,36,216,1296,7776,4.515
"6926",0,223516864,1999,0,1,43276.2430939227,0,0.668199064064559,0,0,0,0.0644924456616029,0,"Other",0,1,0,0,0,0,NA,0,0,1,0,0,0,0,2,4,8,16,32,0
"6927",0,223516864,2000,0,2,70960.4700854701,0,0.820017344878515,0,0,2.90567327409433,-0.245695268360391,0,"Other",0,0,1,0,0,0,0,0,0,0,1,0,0,0,3,9,27,81,243,0.00290567327409433
"6928",0,223516864,2001,0,3,47472.481827622,0,0.648701669655724,0,0,13.4232845026985,-0.667958564964169,0,"Other",0,0,0,1,0,0,0,0,0,0,0,1,0,0,4,16,64,256,1024,0.0134232845026985
"6935",0,223517509,1999,0,1,41562.4309392265,0,1,0,0,16652,-0.299112678870251,0,"Edu(Exclu Higher)",0,1,0,0,0,0,NA,0,0,1,0,0,0,0,2,4,8,16,32,16.652
"6936",0,223517563,2001,0,3,49329.1796469367,0,0.521918284188949,0,0,25897,0.379844050940117,0,"Edu(Exclu Higher)",0,0,0,1,0,0,NA,0,0,0,0,1,0,0,4,16,64,256,1024,25.897
"6937",0,223517563,2002,0,4,47820.0408997955,0,0.484607565537178,0,0,45754,0.0531116587580767,0,"Edu(Exclu Higher)",0,0,0,0,1,0,0,0,0,0,0,0,1,0,5,25,125,625,3125,45.754
"6938",0,223517563,2003,0,5,49137,0,0.464227901748288,0,0,72825,0.305954658309252,0,"Edu(Exclu Higher)",0,0,0,0,0,1,0,0,0,0,0,0,0,1,6,36,216,1296,7776,72.825
"6950",0,223518408,1999,1,1,43613.2596685083,0,0.611035445649279,0,0,0,-0.0664564189749387,0,"Edu(Exclu Higher)",0,1,0,0,0,0,NA,0,0,1,0,0,0,0,2,4,8,16,32,0
"6951",0,223519304,1998,1,0,37586.9074492099,0,0.697349380256971,0,0,0.670445344129555,-0.455249253773382,0,"Health",1,0,0,0,0,0,NA,0,1,0,0,0,0,0,1,1,1,1,1,0.000670445344129555
"6952",1,223519304,1999,1,1,1741637.56906077,0,0.9967531257764,0,0.00347626057086365,4.02052268718935,0.0142762016569389,0,"Health",0,1,0,0,0,0,1,0,0,1,0,0,0,0,2,4,8,16,32,0.00402052268718935
"6953",0,223519446,1998,0,0,37831.8284424379,22.2009029345372,0.991208179248531,0,0.13389060406594,82638,-0.024287493101856,0,"Health",1,0,0,0,0,0,NA,0,1,0,0,0,0,0,1,1,1,1,1,82.638
"6954",1,223519446,2000,0,2,121587.606837607,37.9540598290598,0.67651038505748,0.808393230585382,0.0712450410080372,54.0822622107969,0.379844050940117,0,"Health",0,0,1,0,0,0,NA,0,0,0,1,0,0,0,3,9,27,81,243,0.0540822622107969
"6958",0,223519521,1998,1,0,45968.3972911964,0,1,0,0,0,0.200714696689715,0,"Human Svcs",1,0,0,0,0,0,NA,0,1,0,0,0,0,0,1,1,1,1,1,0
"6959",1,223519521,1999,1,1,183226.519337017,19.121546961326,0.511902359826781,0.577143890966108,0.089061764798143,1.54704097116844,0.038752080143333,0,"Human Svcs",0,1,0,0,0,0,1,0,0,1,0,0,0,0,2,4,8,16,32,0.00154704097116844
"6960",0,223520172,2001,0,3,33925.2336448598,0,0.869110636843057,0,0,6178,-0.360076224260668,0,"Other",0,0,0,1,0,0,NA,0,0,0,0,1,0,0,4,16,64,256,1024,6.178
"6961",0,223520172,2002,0,4,33404.9079754601,0,0.869110636843058,0,0,7643,-0.360075599818285,0,"Other",0,0,0,0,1,0,0,0,0,0,0,0,1,0,5,25,125,625,3125,7.643
"6962",0,223520172,2003,0,5,24072,0,0.803223516693743,0,0,5861,-0.322975948157687,0,"Other",0,0,0,0,0,1,0,0,0,0,0,0,0,1,6,36,216,1296,7776,5.861
"6968",0,223522430,1999,0,1,44904.9723756906,0,0.548636436613672,0,0,35996,0.379844050940117,0,"Edu(Exclu Higher)",0,1,0,0,0,0,NA,0,0,1,0,0,0,0,2,4,8,16,32,35.996
"6969",0,223522430,2000,0,2,77654.9145299145,0,0.465312426509599,0,0,71162,0.379844050940117,0,"Edu(Exclu Higher)",0,0,1,0,0,0,0,0,0,0,1,0,0,0,3,9,27,81,243,71.162
"6970",0,223522430,2001,0,3,69298.0269989616,0,0.484464702847804,0,0,85293,0.202561931442144,0,"Edu(Exclu Higher)",0,0,0,1,0,0,0,0,0,0,0,1,0,0,4,16,64,256,1024,85.293
"6971",0,223522430,2002,0,4,64502.0449897751,0,0.438470347325505,0,0,95449,0.155268870330276,0,"Edu(Exclu Higher)",0,0,0,0,1,0,0,0,0,0,0,0,1,0,5,25,125,625,3125,95.449
"6972",1,223522430,2003,0,5,107433,0,0.586463809975423,0,0,143637,0.379844050940117,0,"Edu(Exclu Higher)",0,0,0,0,0,1,1,0,0,0,0,0,0,1,6,36,216,1296,7776,143.637
"6973",0,223522766,2001,0,3,54062.3052959502,0.0114226375908619,1,0,0.295406650379515,11,-0.0299260147756093,0,"Edu(Exclu Higher)",0,0,0,1,0,0,NA,0,0,0,0,1,0,0,4,16,64,256,1024,0.011
"6974",0,223522766,2002,0,4,59939.672801636,0,1,0,0.268610570188924,90,0.00136430060411817,0,"Edu(Exclu Higher)",0,0,0,0,1,0,0,0,0,0,0,0,1,0,5,25,125,625,3125,0.09
"6975",0,223522766,2003,0,5,60342,0.326,1,0,0.333244468141829,326,0.00541902126178679,0,"Edu(Exclu Higher)",0,0,0,0,0,1,0,0,0,0,0,0,0,1,6,36,216,1296,7776,0.326
"6985",0,223523524,1998,1,0,69656.8848758465,6.12302483069977,0.432754822989961,0,0,5425,-0.0164155074188287,0,"Human Svcs",1,0,0,0,0,0,NA,0,1,0,0,0,0,0,1,1,1,1,1,5.425
"6986",0,223523524,1999,1,1,64963.5359116022,5.81878453038674,0.418362407613115,0,0,5266,-0.00289312120229472,0,"Human Svcs",0,1,0,0,0,0,0,0,0,1,0,0,0,0,2,4,8,16,32,5.266
"6987",0,223523524,2000,1,2,57689.1025641026,3.18803418803419,0.49448295508474,0,0,2984,-0.0432806172443331,0,"Human Svcs",0,0,1,0,0,0,0,0,0,0,1,0,0,0,3,9,27,81,243,2.984
"6988",0,223523524,2001,1,3,67291.7964693666,1.8141225337487,0.384582279934155,0,0,1747,-0.0270055089919267,0,"Human Svcs",0,0,0,1,0,0,0,0,0,0,0,1,0,0,4,16,64,256,1024,1.747
"6989",0,223523524,2002,1,4,43760.736196319,13.3118609406953,0.601057353597861,0,0,13019,0.263393625894525,0,"Human Svcs",0,0,0,0,1,0,0,0,0,0,0,0,1,0,5,25,125,625,3125,13.019
"6990",0,223523524,2003,1,5,62564,12.819,0.469230137071817,0,0,12819,-0.0324302725165828,0,"Human Svcs",0,0,0,0,0,1,0,0,0,0,0,0,0,1,6,36,216,1296,7776,12.819
"6991",0,223523749,1999,0,1,0,0,0,0,0,0,-6.76835413597953,0,"Health",0,1,0,0,0,0,NA,0,0,1,0,0,0,0,2,4,8,16,32,0
"6992",0,223523749,2001,0,3,93090.3426791277,0,1,0,0,1033,-0.0212281257090661,0,"Health",0,0,0,1,0,0,NA,0,0,0,0,1,0,0,4,16,64,256,1024,1.033
"6993",1,223523749,2003,0,5,112272,0,1,0,0,4197,0.0205214076403053,0,"Health",0,0,0,0,0,1,NA,0,0,0,0,0,0,1,6,36,216,1296,7776,4.197
"7001",0,223524840,2000,0,2,0,0,0,0,0,32880,-6.76835413597953,0,"Other",0,0,1,0,0,0,NA,0,0,0,1,0,0,0,3,9,27,81,243,32.88
"7002",0,223524840,2001,0,3,0,0,0,0,0,42814,-6.76835413597953,0,"Other",0,0,0,1,0,0,0,0,0,0,0,1,0,0,4,16,64,256,1024,42.814
"7003",0,223524840,2002,0,4,0,0,0,0,0,53215,-6.76835413597953,0,"Other",0,0,0,0,1,0,0,0,0,0,0,0,1,0,5,25,125,625,3125,53.215
"7004",0,223524840,2003,0,5,0,0,0,0,0,59887,-6.76835413597953,0,"Other",0,0,0,0,0,1,0,0,0,0,0,0,0,1,6,36,216,1296,7776,59.887
"7016",0,223526552,1999,0,1,28256.3535911602,3.61767955801105,0.956787375274492,0.97790552166432,0,3274,0.108470469037444,0,"Human Svcs",0,1,0,0,0,0,NA,0,0,1,0,0,0,0,2,4,8,16,32,3.274
"7017",0,223527177,2000,1,2,29380.3418803419,0,1,0,0,17479,0.249625540017983,0,"Edu(Exclu Higher)",0,0,1,0,0,0,NA,0,0,0,1,0,0,0,3,9,27,81,243,17.479
"7018",0,223527177,2002,0,4,37321.063394683,0,1,0,0,9307,-0.311115554218849,0,"Edu(Exclu Higher)",0,0,0,0,1,0,NA,0,0,0,0,0,1,0,5,25,125,625,3125,9.307
"7019",0,223527177,2003,0,5,39713,0,1,0,0,14147,0.0729969280354535,0,"Edu(Exclu Higher)",0,0,0,0,0,1,0,0,0,0,0,0,0,1,6,36,216,1296,7776,14.147
"7024",0,223527625,1998,0,0,83291.1963882618,67.4356659142212,0.976249699290264,0,0,59748,0.379844050940117,0,"Human Svcs",1,0,0,0,0,0,NA,0,1,0,0,0,0,0,1,1,1,1,1,59.748
"7025",0,223527625,1999,0,1,87545.8563535912,83.878453038674,0.943744803014917,0,0,75910,0.204012676779052,0,"Human Svcs",0,1,0,0,0,0,0,0,0,1,0,0,0,0,2,4,8,16,32,75.91
"7026",1,223527625,2000,0,2,106645.299145299,0,0.93526263302797,0,0,0,0.0452403692147307,0,"Human Svcs",0,0,1,0,0,0,1,0,0,0,1,0,0,0,3,9,27,81,243,0
"7044",0,223532087,2000,1,2,81429.4871794872,5.77136752136752,0.91895507379739,0.957687160513265,0.0369728800875819,3.66716049382716,0.0532405228013153,0,"Other",0,0,1,0,0,0,NA,0,0,0,1,0,0,0,3,9,27,81,243,0.00366716049382716
"7045",0,223532087,2001,1,3,38664.5898234683,0,1,1,0.0367482474480384,0.227283625029969,-0.0918501516974786,0,"Other",0,0,0,1,0,0,0,0,0,0,0,1,0,0,4,16,64,256,1024,0.000227283625029969
"7046",0,223532087,2002,1,4,38071.5746421268,0,1,0,0.0367563843920681,0.227283625029969,-0.0916080036357212,0,"Other",0,0,0,0,1,0,0,0,0,0,0,0,1,0,5,25,125,625,3125,0.000227283625029969
"7057",0,223532525,1998,1,0,7217.83295711061,0,0.73081735938884,0,0,0,-2.48599083848586,0,"Human Svcs",1,0,0,0,0,0,NA,0,1,0,0,0,0,0,1,1,1,1,1,0
"7058",0,223532525,1999,1,1,9176.7955801105,0,0.560755817219848,0,0,2.48958683238159,-5.73340232039736,0,"Human Svcs",0,1,0,0,0,0,0,0,0,1,0,0,0,0,2,4,8,16,32,0.00248958683238159
"7059",0,223532525,2000,1,2,13274.5726495726,0,0.721775319927614,0,0,1.9327092660426,-5.3137296055605,0,"Human Svcs",0,0,1,0,0,0,0,0,0,0,1,0,0,0,3,9,27,81,243,0.0019327092660426
"7060",1,223532525,2001,1,3,158177.570093458,14.4340602284528,0.716342530268771,0.829148202855736,0.0176620515084878,1.20604542220114,-0.501641581612716,0,"Human Svcs",0,0,0,1,0,0,1,0,0,0,0,1,0,0,4,16,64,256,1024,0.00120604542220114
"7072",0,223533287,1999,0,1,74591.1602209945,0,0.501654370975744,0,0,0,-0.0219846693411487,0,"Human Svcs",0,1,0,0,0,0,NA,0,0,1,0,0,0,0,2,4,8,16,32,0
"7073",0,223533287,2000,0,2,62008.547008547,0,0.552014794331341,0,0,0,0.0674685191155429,0,"Human Svcs",0,0,1,0,0,0,0,0,0,0,1,0,0,0,3,9,27,81,243,0
"7074",0,223533287,2001,0,3,82300.1038421599,0,0.501756134537229,0,0,51259,0.311408278516533,0,"Human Svcs",0,0,0,1,0,0,0,0,0,0,0,1,0,0,4,16,64,256,1024,51.259
"7075",0,223533287,2002,0,4,86201.4314928425,0,0.52245776917144,0,0,46154,-0.0655472142200876,0,"Human Svcs",0,0,0,0,1,0,0,0,0,0,0,0,1,0,5,25,125,625,3125,46.154
"7076",1,223533287,2003,0,5,111511,41.568,0.533731581559968,0,0,41568,-0.0451251883205395,0,"Human Svcs",0,0,0,0,0,1,1,0,0,0,0,0,0,1,6,36,216,1296,7776,41.568
"7077",0,223533513,2000,1,2,0,0,0,0,0,0.918125267237693,-6.76835413597953,0,"Human Svcs",0,0,1,0,0,0,NA,0,0,0,1,0,0,0,3,9,27,81,243,0.000918125267237693
"7078",0,223533794,1998,0,0,93551.9187358917,0,0.631885567706812,0.0434205605221567,0.219193672290665,4.43659489277437,0.151938800803775,0,"Human Svcs",1,0,0,0,0,0,NA,0,1,0,0,0,0,0,1,1,1,1,1,0.00443659489277437
"7079",0,223533794,1999,0,1,90341.4364640884,0,0.680114501012445,0,0.246766119006821,4.82950153428123,0.271941424100236,0,"Human Svcs",0,1,0,0,0,0,0,0,0,1,0,0,0,0,2,4,8,16,32,0.00482950153428123
"7080",0,223533794,2000,0,2,92922.0085470085,0,0.66802332896901,0,0.207709497206704,4.96682261602573,0.176783794542895,0,"Human Svcs",0,0,1,0,0,0,0,0,0,0,1,0,0,0,3,9,27,81,243,0.00496682261602573
"7081",0,223533794,2001,0,3,99819.3146417446,0,0.700293415996305,0,0.198181625684868,5.15116236810544,0.213935428293933,0,"Human Svcs",0,0,0,1,0,0,0,0,0,0,0,1,0,0,4,16,64,256,1024,0.00515116236810544
"7082",1,223533794,2002,0,4,114646.216768916,331.885480572597,0.759034618424931,0,0.195074751080406,3.04858246701133,0.110537172190125,0,"Human Svcs",0,0,0,0,1,0,1,0,0,0,0,0,1,0,5,25,125,625,3125,0.00304858246701133
"7083",0,223534053,2000,0,2,72463.6752136752,52.3974358974359,1,0,0.478617304579395,49044,0.379844050940117,0,"Human Svcs",0,0,1,0,0,0,NA,0,0,0,1,0,0,0,3,9,27,81,243,49.044
"7084",0,223534053,2001,0,3,5711.31879543095,0,1,0,0,1.03206413124757,-6.76835413597953,0,"Human Svcs",0,0,0,1,0,0,0,0,0,0,0,1,0,0,4,16,64,256,1024,0.00103206413124757
"7085",0,223534053,2002,0,4,93018.4049079755,50.3312883435583,0.379610832168318,0,0.240590207489879,1.07217787344861,0.304936461462216,0,"Human Svcs",0,0,0,0,1,0,0,0,0,0,0,0,1,0,5,25,125,625,3125,0.00107217787344861
"7086",0,223534055,1999,0,1,96229.8342541436,-20.7480662983425,0.995943407577939,0,0.162415174156148,617249,-0.172606315350962,0,"Human Svcs",0,1,0,0,0,0,NA,0,0,1,0,0,0,0,2,4,8,16,32,617.249
"7087",0,223534055,2000,1,2,98725.4273504273,-16.2895299145299,0.984261243748511,0,0.216613972118771,0.977565451265769,0.03821031128755,0,"Human Svcs",0,0,1,0,0,0,0,0,0,0,1,0,0,0,3,9,27,81,243,0.000977565451265769
"7088",1,223534055,2001,1,3,208279.335410177,121.954309449637,0.676313131352001,0.797714547820494,0.293883683931412,1.13792022209852,0.379844050940117,0,"Human Svcs",0,0,0,1,0,0,1,0,0,0,0,1,0,0,4,16,64,256,1024,0.00113792022209852
"7089",0,223535138,2001,0,3,29374.8701973001,3.1214953271028,0.881576225980733,0.936792986425339,0,5046,0.0798531568654531,0,"Edu(Exclu Higher)",0,0,0,1,0,0,NA,0,0,0,0,1,0,0,4,16,64,256,1024,5.046
"7094",0,223535436,1998,0,0,91796.8397291196,0,0.716073988426636,0,0,10.7643757334558,-0.232170711365142,0,"Human Svcs",1,0,0,0,0,0,NA,0,1,0,0,0,0,0,1,1,1,1,1,0.0107643757334558
"7095",0,223535436,1999,0,1,61804.4198895028,0,0.541011398576131,0,0,0,-0.268747461848051,0,"Human Svcs",0,1,0,0,0,0,0,0,0,1,0,0,0,0,2,4,8,16,32,0
"7096",0,223535436,2000,0,2,60501.0683760684,0,0.526143557306042,0,0,175085,-0.433199571336263,0,"Human Svcs",0,0,1,0,0,0,0,0,0,0,1,0,0,0,3,9,27,81,243,175.085
"7097",0,223535436,2001,0,3,73631.3603322949,0,0.55246575868535,0,0,105.66969535008,0.00799575923510876,0,"Human Svcs",0,0,0,1,0,0,0,0,0,0,0,1,0,0,4,16,64,256,1024,0.10566969535008
"7098",1,223535436,2002,0,4,142524.539877301,164.403885480573,0.680445782076419,0.193429897624633,0.0995538822558601,86.9358631747728,-0.391025400692724,0,"Human Svcs",0,0,0,0,1,0,1,0,0,0,0,0,1,0,5,25,125,625,3125,0.0869358631747729
"7110",0,223536072,1999,0,1,30645.3038674033,0,1,0,0,0,-0.184319903024726,0,"Health",0,1,0,0,0,0,NA,0,0,1,0,0,0,0,2,4,8,16,32,0
"7111",1,223536072,2000,0,2,119084.401709402,27.5897435897436,1,0,0.00528170781913665,25824,0.106536126626643,0,"Health",0,0,1,0,0,0,1,0,0,0,1,0,0,0,3,9,27,81,243,25.824
"7112",0,223536265,2000,0,2,41189.1025641026,0,1,0,0,1.62277070063694,0.138194346745816,0,"Health",0,0,1,0,0,0,NA,0,0,0,1,0,0,0,3,9,27,81,243,0.00162277070063694
"7113",0,223536265,2001,0,3,75366.5628245067,0,1,0,0,3.42814371257485,0.147259792069501,0,"Health",0,0,0,1,0,0,0,0,0,0,0,1,0,0,4,16,64,256,1024,0.00342814371257485
"7114",0,223536265,2002,0,4,79592.0245398773,0,1,0,0,9.80295250320924,0.126319734578173,0,"Health",0,0,0,0,1,0,0,0,0,0,0,0,1,0,5,25,125,625,3125,0.00980295250320924
"7115",1,223536265,2003,1,5,162486,0,1,0,0,18982,-0.0519918516558248,0,"Health",0,0,0,0,0,1,1,0,0,0,0,0,0,1,6,36,216,1296,7776,18.982
"7116",0,223536409,1998,0,0,0,0,0,0,0,18689,-6.76835413597953,0,"Human Svcs",1,0,0,0,0,0,NA,0,1,0,0,0,0,0,1,1,1,1,1,18.689
"7117",1,223536409,1999,0,1,115679.55801105,23.446408839779,1,0,0,28.4489003880983,0.0241654707254656,0,"Human Svcs",0,1,0,0,0,0,1,0,0,1,0,0,0,0,2,4,8,16,32,0.0284489003880983
"7118",0,223536699,2001,0,3,0,0,0,0,0,0,-6.76835413597953,0,"Edu(Exclu Higher)",0,0,0,1,0,0,NA,0,0,0,0,1,0,0,4,16,64,256,1024,0
"7119",0,223536699,2002,0,4,0,0,0,0,0,12548,-6.76835413597953,0,"Edu(Exclu Higher)",0,0,0,0,1,0,0,0,0,0,0,0,1,0,5,25,125,625,3125,12.548
"7120",0,223536951,1998,0,0,16199.7742663657,0,0.534807693400813,0,0,15423,-1.50907663611095,0,"Public",1,0,0,0,0,0,NA,0,1,0,0,0,0,0,1,1,1,1,1,15.423
"7121",0,223536951,2001,0,3,15265.8359293873,0,0.505915250986652,0,0,10978,-1.18460623251467,0,"Public",0,0,0,1,0,0,NA,0,0,0,0,1,0,0,4,16,64,256,1024,10.978
"7122",0,223536951,2003,0,5,20815,0,0.547936135276343,0,0,14805,-0.351700614911606,0,"Public",0,0,0,0,0,1,NA,0,0,0,0,0,0,1,6,36,216,1296,7776,14.805
"7123",0,223537576,2000,0,2,34711.5384615385,5.35683760683761,1,0,0,5014,-0.167156280139175,0,"Other",0,0,1,0,0,0,NA,0,0,0,1,0,0,0,3,9,27,81,243,5.014
"7124",0,223537576,2001,0,3,56903.4267912773,12.0716510903427,0.99737561962089,0,0,11625,0.11980086192507,1,"Other",0,0,0,1,0,0,0,0,0,0,0,1,0,0,4,16,64,256,1024,11.625
"7125",0,223537576,2002,0,4,0,0,0,0,0,7013,-6.76835413597953,0,"Other",0,0,0,0,1,0,0,0,0,0,0,0,1,0,5,25,125,625,3125,7.013
"7126",0,223537576,2003,0,5,62627,10.174,0.999457250534852,0,0,10174,0.0504885993485342,0,"Other",0,0,0,0,0,1,0,0,0,0,0,0,0,1,6,36,216,1296,7776,10.174
"7127",0,223537613,1999,0,1,0,0,1,0,0,45087,-6.76835413597953,0,"Arts",0,1,0,0,0,0,NA,0,0,1,0,0,0,0,2,4,8,16,32,45.087
"7128",1,223537613,2000,0,2,162331.196581197,0,0.813487473726359,0,0,10.7770613627671,0.379844050940117,0,"Arts",0,0,1,0,0,0,1,0,0,0,1,0,0,0,3,9,27,81,243,0.0107770613627671
"7135",0,223538276,1998,0,0,77258.4650112867,0,1,0,0,44535,0.303204005219082,0,"Edu(Exclu Higher)",1,0,0,0,0,0,NA,0,1,0,0,0,0,0,1,1,1,1,1,44.535
"7136",1,223538276,1999,0,1,124712.70718232,0,1,0,0,101992,0.379844050940117,0,"Edu(Exclu Higher)",0,1,0,0,0,0,1,0,0,1,0,0,0,0,2,4,8,16,32,101.992
"7137",0,223538280,1998,0,0,0,0,0,0,0,522,-6.76835413597953,0,"Other",1,0,0,0,0,0,NA,0,1,0,0,0,0,0,1,1,1,1,1,0.522
"7138",0,223538280,1999,0,1,0,0,0,0,0,230,-6.76835413597953,0,"Other",0,1,0,0,0,0,0,0,0,1,0,0,0,0,2,4,8,16,32,0.23
"7139",0,223538280,2000,0,2,0,0,0,0,0,4753,-6.76835413597953,0,"Other",0,0,1,0,0,0,0,0,0,0,1,0,0,0,3,9,27,81,243,4.753
"7140",0,223538280,2001,0,3,0,0,0,0,0,10474,-6.76835413597953,0,"Other",0,0,0,1,0,0,0,0,0,0,0,1,0,0,4,16,64,256,1024,10.474
"7141",0,223538280,2002,0,4,0,0,0,0,0,23919,-6.76835413597953,0,"Other",0,0,0,0,1,0,0,0,0,0,0,0,1,0,5,25,125,625,3125,23.919
"7142",0,223538280,2003,0,5,0,0,0,0,0,22215,-6.76835413597953,0,"Other",0,0,0,0,0,1,0,0,0,0,0,0,0,1,6,36,216,1296,7776,22.215
"7143",0,223538369,1998,0,0,49920.993227991,0,0.750522522470945,0,0,16069,-0.785675285817246,0,"Edu(Exclu Higher)",1,0,0,0,0,0,NA,0,1,0,0,0,0,0,1,1,1,1,1,16.069
"7144",1,223538369,1999,0,1,103477.348066298,0,0.856879735267583,0,0,25910,0.105094769605364,0,"Edu(Exclu Higher)",0,1,0,0,0,0,1,0,0,1,0,0,0,0,2,4,8,16,32,25.91
"7145",0,223538444,1998,0,0,51845.3724604966,47.8984198645598,0.555739542279426,0,0,42438,0.379844050940117,0,"Edu(Exclu Higher)",1,0,0,0,0,0,NA,0,1,0,0,0,0,0,1,1,1,1,1,42.438
"7146",1,223538444,2000,0,2,152388.888888889,85.150641025641,0.701927056568523,0,0.0269617972327377,79701,0.151790529207666,0,"Edu(Exclu Higher)",0,0,1,0,0,0,NA,0,0,0,1,0,0,0,3,9,27,81,243,79.701
"7150",0,223540468,1999,1,1,49348.0662983425,0,0.813497936353619,0,0,110.37074829932,0.130357971921975,0,"Human Svcs",0,1,0,0,0,0,NA,0,0,1,0,0,0,0,2,4,8,16,32,0.11037074829932
"7151",0,223540468,2000,1,2,29448.7179487179,0,0.789646730944609,0,0,5.90512820512821,-0.583460959241843,0,"Human Svcs",0,0,1,0,0,0,0,0,0,0,1,0,0,0,3,9,27,81,243,0.00590512820512821
"7152",0,223540468,2001,1,3,66732.0872274143,0,0.801896529746472,0,0,6.6045584045584,0.0382167996704467,0,"Human Svcs",0,0,0,1,0,0,0,0,0,0,0,1,0,0,4,16,64,256,1024,0.0066045584045584
"7153",0,223540468,2002,1,4,76447.8527607362,0,1,0,0,27168,0.100257870526745,0,"Human Svcs",0,0,0,0,1,0,0,0,0,0,0,0,1,0,5,25,125,625,3125,27.168
"7154",0,223540468,2003,1,5,91431,0,0.630425054281313,0,0,33992,0.0746456382885642,0,"Human Svcs",0,0,0,0,0,1,0,0,0,0,0,0,0,1,6,36,216,1296,7776,33.992
"7162",0,223540953,1998,0,0,99294.5823927765,80.8600451467269,0.892791625795291,0,0.713096185636442,1.48638097953752,0.379844050940117,0,"Human Svcs",1,0,0,0,0,0,NA,0,1,0,0,0,0,0,1,1,1,1,1,0.00148638097953752
"7163",1,223540953,1999,0,1,251022.099447514,184.205524861878,0.563989253403834,0.121052052382524,0.390747174724285,2.1108926857874,0.379844050940117,0,"Human Svcs",0,1,0,0,0,0,1,0,0,1,0,0,0,0,2,4,8,16,32,0.0021108926857874
"7173",0,223544855,1999,0,1,9001.10497237569,0,1,0,0,32748,-1.12669719359683,0,"Edu(Exclu Higher)",0,1,0,0,0,0,NA,0,0,1,0,0,0,0,2,4,8,16,32,32.748
